"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","comparison","gene_symbols","Pathway_Description"
"Organismal Systems","Digestive system","kmr04977","Vitamin digestion and absorption - Kryptolebias marmoratus (mangrove rivulus)","5/190","36/7558",0.138888888888889,5.52485380116959,4.36984306617441,0.00190591315468555,0.0422477415955296,0.0371151509070343,"108243492/108239352/108240453/108235374/108234162",5,"PoC_PoW_Up","zgc:162608/rbp2a/btd/LOC108235374/LOC108234162","Vitamin digestion and absorption - Kryptolebias marmoratus (mangrove rivulus)"
"Genetic Information Processing","Replication and repair","kmr03410","Base excision repair - Kryptolebias marmoratus (mangrove rivulus)","5/190","48/7558",0.104166666666667,4.14364035087719,3.50840893033425,0.00679197763831205,0.123235098726813,0.108263521635744,"108234410/108233583/108242941/108250519/108250602",5,"PoC_PoW_Up","pole/pcna/pold1/pole3/rfc4","Base excision repair - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Nucleotide metabolism","kmr00240","Pyrimidine metabolism - Kryptolebias marmoratus (mangrove rivulus)","6/190","69/7558",0.0869565217391304,3.45903890160183,3.29499479074632,0.00752226016854583,0.123235098726813,0.108263521635744,"108240955/108237872/108238495/108245295/108243252/108230448",6,"PoC_PoW_Up","LOC108240955/dctpp1/umps/LOC108245295/nt5c3a/tyms","Pyrimidine metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Organismal Systems","Immune system","kmr04622","RIG-I-like receptor signaling pathway - Kryptolebias marmoratus (mangrove rivulus)","6/190","71/7558",0.0845070422535211,3.36160118606375,3.21039536004613,0.00862475734293569,0.123235098726813,0.108263521635744,"108245922/108239714/108249671/108244594/108234801/108238317",6,"PoC_PoW_Up","pin1/casp10/tkfc/mapk14a/traf6/casp8","RIG-I-like receptor signaling pathway - Kryptolebias marmoratus (mangrove rivulus)"
"Genetic Information Processing","Folding, sorting and degradation","kmr03050","Proteasome - Kryptolebias marmoratus (mangrove rivulus)","5/190","52/7558",0.0961538461538462,3.8248987854251,3.28229028009345,0.00951196743785591,0.123235098726813,0.108263521635744,"108246854/108250812/108251053/108246342/108234674",5,"PoC_PoW_Up","psma5/psmd3/psmc4/psmd11b/psme2","Proteasome - Kryptolebias marmoratus (mangrove rivulus)"
"Genetic Information Processing","Chromosome","kmr03083","Polycomb repressive complex - Kryptolebias marmoratus (mangrove rivulus)","7/190","97/7558",0.0721649484536082,2.8706456863809,2.97752616785905,0.0108742031567251,0.123235098726813,0.108263521635744,"108248078/108241543/108230094/108241112/108231886/108249555/108239126",7,"PoC_PoW_Up","phf19/suz12b/LOC108230094/l3mbtl1b/magl/ezh2/pcgf6","Polycomb repressive complex - Kryptolebias marmoratus (mangrove rivulus)"
"Genetic Information Processing","Replication and repair","kmr03460","Fanconi anemia pathway - Kryptolebias marmoratus (mangrove rivulus)","5/190","54/7558",0.0925925925925926,3.68323586744639,3.1775033773429,0.0111189562761034,0.123235098726813,0.108263521635744,"108235962/108246311/108229197/108236251/108235322",5,"PoC_PoW_Up","brca2/rpa1/rpa3/top3a/rpa2","Fanconi anemia pathway - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Global and overview maps","kmr01240","Biosynthesis of cofactors - Kryptolebias marmoratus (mangrove rivulus)","10/190","176/7558",0.0568181818181818,2.26016746411483,2.71627839288739,0.0131120737910123,0.134146601092664,0.117849408162135,"108248347/108233685/108231673/108238495/108233834/108233835/108245767/108228564/108243168/108242928",10,"PoC_PoW_Up","ak6/LOC108233685/LOC108231673/umps/LOC108233834/LOC108233835/fech/ppox/tpk1/LOC108242928","Biosynthesis of cofactors - Kryptolebias marmoratus (mangrove rivulus)"
"Cellular Processes","Cell growth and death","kmr04110","Cell cycle - Kryptolebias marmoratus (mangrove rivulus)","10/190","181/7558",0.0552486187845304,2.19773189880779,2.61900130502716,0.0157037357398152,0.139897929981147,0.122902020007181,"108233583/108233019/108231423/108247015/108233335/108241641/108238313/108244481/108243342/108245686",10,"PoC_PoW_Up","pcna/e2f1/tgfb5/bub3/knl1/mcm4/mcm6/cdc7/cdt1/cdk1","Cell cycle - Kryptolebias marmoratus (mangrove rivulus)"
"Human Diseases","Infectious disease: bacterial","kmr05132","Salmonella infection - Kryptolebias marmoratus (mangrove rivulus)","15/190","325/7558",0.0461538461538462,1.83595141700405,2.47366104112404,0.0166578305594884,0.139897929981147,0.122902020007181,"108231715/108240406/108239714/108245925/108244594/108249182/108230161/108230218/108237852/108234801/108235453/108240054/108231724/108238317/108251627",15,"PoC_PoW_Up","LOC108231715/LOC108240406/casp10/txn/mapk14a/LOC108249182/hsp90b1/LOC108230218/zgc:153993/traf6/LOC108235453/acbd3/arf6a/casp8/LOC108251627","Salmonella infection - Kryptolebias marmoratus (mangrove rivulus)"
"Genetic Information Processing","Translation","kmr03008","Ribosome biogenesis in eukaryotes - Kryptolebias marmoratus (mangrove rivulus)","6/190","82/7558",0.0731707317073171,2.91065468549422,2.79338750704818,0.0168298261631455,0.139897929981147,0.122902020007181,"108248347/108242838/108241568/108239187/108248534/108246805",6,"PoC_PoW_Up","ak6/nol6/utp6/tbl3/imp3/fbl","Ribosome biogenesis in eukaryotes - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Global and overview maps","kmr01232","Nucleotide metabolism - Kryptolebias marmoratus (mangrove rivulus)","7/190","109/7558",0.0642201834862385,2.55461129888943,2.6252023518023,0.0196511523288574,0.153741368219884,0.135063647585336,"108248347/108240955/108237872/108245295/108243252/108230448/108234107",7,"PoC_PoW_Up","ak6/LOC108240955/dctpp1/LOC108245295/nt5c3a/tyms/adka","Nucleotide metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Metabolism of cofactors and vitamins","kmr00860","Porphyrin metabolism - Kryptolebias marmoratus (mangrove rivulus)","4/190","44/7558",0.0909090909090909,3.61626794258373,2.79479312117849,0.0240090869229332,0.173409046746848,0.152341940553226,"108233834/108233835/108245767/108228564",4,"PoC_PoW_Up","LOC108233834/LOC108233835/fech/ppox","Porphyrin metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Genetic Information Processing","Folding, sorting and degradation","kmr04122","Sulfur relay system - Kryptolebias marmoratus (mangrove rivulus)","2/190","10/7558",0.2,7.95578947368421,3.53433072572617,0.0247727209638354,0.173409046746848,0.152341940553226,"108236208/108236205",2,"PoC_PoW_Up","LOC108236208/LOC108236205","Sulfur relay system - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Xenobiotics biodegradation and metabolism","kmr00983","Drug metabolism - other enzymes - Kryptolebias marmoratus (mangrove rivulus)","5/190","70/7558",0.0714285714285714,2.84135338345865,2.48530646352139,0.030921186786238,0.205625892128483,0.180644828066969,"108240955/108238081/108238495/108233834/108233835",5,"PoC_PoW_Up","LOC108240955/LOC108238081/umps/LOC108233834/LOC108233835","Drug metabolism - other enzymes - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Energy metabolism","kmr00920","Sulfur metabolism - Kryptolebias marmoratus (mangrove rivulus)","2/190","12/7558",0.166666666666667,6.62982456140351,3.13403460143873,0.0351585322125043,0.222670704012527,0.195618901031979,"108236208/108236205",2,"PoC_PoW_Up","LOC108236208/LOC108236205","Sulfur metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Lipid metabolism","kmr00561","Glycerolipid metabolism - Kryptolebias marmoratus (mangrove rivulus)","5/190","75/7558",0.0666666666666667,2.6519298245614,2.30866572970917,0.0399367102470331,0.241435566493427,0.212104059206731,"108228234/108249671/108248268/108244706/108234098",5,"PoC_PoW_Up","pnpla3/tkfc/mogat3b/mogat2/agpat5","Glycerolipid metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Metabolism of other amino acids","kmr00450","Selenocompound metabolism - Kryptolebias marmoratus (mangrove rivulus)","2/190","15/7558",0.133333333333333,5.30385964912281,2.67922001550105,0.0532572662416933,0.295134017089384,0.259278796176665,"108248733/108229865",2,"PoC_PoW_Up","txnrd3/sephs1","Selenocompound metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Genetic Information Processing","Replication and repair","kmr03450","Non-homologous end-joining - Kryptolebias marmoratus (mangrove rivulus)","2/190","15/7558",0.133333333333333,5.30385964912281,2.67922001550105,0.0532572662416933,0.295134017089384,0.259278796176665,"108246188/108240779",2,"PoC_PoW_Up","xrcc6/xrcc5","Non-homologous end-joining - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Glycan biosynthesis and metabolism","kmr00541","Biosynthesis of various nucleotide sugars - Kryptolebias marmoratus (mangrove rivulus)","2/190","16/7558",0.125,4.97236842105263,2.55412972261413,0.0598828490629823,0.318576757015066,0.279873526146991,"108241509/108230539",2,"PoC_PoW_Up","LOC108241509/npl","Biosynthesis of various nucleotide sugars - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Metabolism of cofactors and vitamins","kmr00730","Thiamine metabolism - Kryptolebias marmoratus (mangrove rivulus)","2/190","18/7558",0.111111111111111,4.41988304093567,2.33259068064764,0.0739132515146679,0.378094709671186,0.332160765916119,"108231673/108243168",2,"PoC_PoW_Up","LOC108231673/tpk1","Thiamine metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Global and overview maps","kmr01210","2-Oxocarboxylic acid metabolism - Kryptolebias marmoratus (mangrove rivulus)","3/190","40/7558",0.075,2.98342105263158,2.01962369155016,0.0784651443549474,0.386513488859556,0.339556765044802,"108244278/108237293/108241174",3,"PoC_PoW_Up","aco1/LOC108237293/agxta","2-Oxocarboxylic acid metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Organismal Systems","Immune system","kmr04623","Cytosolic DNA-sensing pathway - Kryptolebias marmoratus (mangrove rivulus)","4/190","66/7558",0.0606060606060606,2.41084529505582,1.848541396255,0.0838289938401755,0.398187720740834,0.349812718656371,"108239714/108235149/108246009/108238317",4,"PoC_PoW_Up","casp10/LOC108235149/dnase2/casp8","Cytosolic DNA-sensing pathway - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Carbohydrate metabolism","kmr00630","Glyoxylate and dicarboxylate metabolism - Kryptolebias marmoratus (mangrove rivulus)","3/190","42/7558",0.0714285714285714,2.84135338345865,1.92152087377455,0.08797598527004,0.40347607037639,0.354458597639726,"108244278/108247519/108241174",3,"PoC_PoW_Up","aco1/hyi/agxta","Glyoxylate and dicarboxylate metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Cellular Processes","Cell growth and death","kmr04115","p53 signaling pathway - Kryptolebias marmoratus (mangrove rivulus)","5/190","96/7558",0.0520833333333333,2.0718201754386,1.69709684037017,0.0936847392164321,0.40773623371431,0.358201202550759,"108239714/108237852/108247568/108238317/108245686",5,"PoC_PoW_Up","casp10/zgc:153993/gorab/casp8/cdk1","p53 signaling pathway - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Glycan biosynthesis and metabolism","kmr00510","N-Glycan biosynthesis - Kryptolebias marmoratus (mangrove rivulus)","4/190","69/7558",0.0579710144927536,2.30602593440122,1.75001243275508,0.0950362650010798,0.40773623371431,0.358201202550759,"108231207/108236902/108244714/108244136",4,"PoC_PoW_Up","zgc:92907/alg5/stt3a/dhrsx","N-Glycan biosynthesis - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Global and overview maps","kmr01250","Biosynthesis of nucleotide sugars - Kryptolebias marmoratus (mangrove rivulus)","3/190","45/7558",0.0666666666666667,2.6519298245614,1.78471083237884,0.103096367434195,0.409281348555198,0.359558604587472,"108241509/108242894/108237423",3,"PoC_PoW_Up","LOC108241509/nagk/gnpnat1","Biosynthesis of nucleotide sugars - Kryptolebias marmoratus (mangrove rivulus)"
"Environmental Information Processing","Membrane transport","kmr02010","ABC transporters - Kryptolebias marmoratus (mangrove rivulus)","3/190","45/7558",0.0666666666666667,2.6519298245614,1.78471083237884,0.103096367434195,0.409281348555198,0.359558604587472,"108246433/108248967/108237414",3,"PoC_PoW_Up","abcb9/abca1b/abcb10","ABC transporters - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Lipid metabolism","kmr00592","alpha-Linolenic acid metabolism - Kryptolebias marmoratus (mangrove rivulus)","2/190","22/7558",0.0909090909090909,3.61626794258373,1.97333045390914,0.104628314668246,0.409281348555198,0.359558604587472,"108236470/108248229",2,"PoC_PoW_Up","LOC108236470/LOC108248229","alpha-Linolenic acid metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Glycan biosynthesis and metabolism","kmr00512","Mucin type O-glycan biosynthesis - Kryptolebias marmoratus (mangrove rivulus)","3/190","46/7558",0.0652173913043478,2.59427917620137,1.74157508384863,0.1083515658137,0.411735950092059,0.36171500166378,"108240807/108247418/119616708",3,"PoC_PoW_Up","LOC108240807/LOC108247418/LOC119616708","Mucin type O-glycan biosynthesis - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Metabolism of terpenoids and polyketides","kmr00900","Terpenoid backbone biosynthesis - Kryptolebias marmoratus (mangrove rivulus)","2/190","23/7558",0.0869565217391304,3.45903890160183,1.8965504155375,0.112771311379901,0.416627344820191,0.366012150969856,"108240318/108228908",2,"PoC_PoW_Up","dhdds/nus1","Terpenoid backbone biosynthesis - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Lipid metabolism","kmr00591","Linoleic acid metabolism - Kryptolebias marmoratus (mangrove rivulus)","2/190","24/7558",0.0833333333333333,3.31491228070175,1.82391273122753,0.121072039662053,0.435204899325757,0.382332756827535,"108236470/108248229",2,"PoC_PoW_Up","LOC108236470/LOC108248229","Linoleic acid metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Carbohydrate metabolism","kmr00520","Amino sugar and nucleotide sugar metabolism - Kryptolebias marmoratus (mangrove rivulus)","3/190","49/7558",0.0612244897959184,2.43544575725027,1.61871531924883,0.124716525314689,0.436507838601412,0.383477404707216,"108242894/108246996/108237423",3,"PoC_PoW_Up","nagk/LOC108246996/gnpnat1","Amino sugar and nucleotide sugar metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Glycan biosynthesis and metabolism","kmr00531","Glycosaminoglycan degradation - Kryptolebias marmoratus (mangrove rivulus)","2/190","26/7558",0.0769230769230769,3.05991902834008,1.68950067913011,0.138095362329973,0.470940594612473,0.413726996454171,"108233834/108233835",2,"PoC_PoW_Up","LOC108233834/LOC108233835","Glycosaminoglycan degradation - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Glycan biosynthesis and metabolism","kmr00514","Other types of O-glycan biosynthesis - Kryptolebias marmoratus (mangrove rivulus)","3/190","58/7558",0.0517241379310345,2.05753176043557,1.2982355199038,0.17842031103727,0.570198493055315,0.500926258244084,"108240807/108232547/108245685",3,"PoC_PoW_Up","LOC108240807/cercam/poglut1","Other types of O-glycan biosynthesis - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Carbohydrate metabolism","kmr00053","Ascorbate and aldarate metabolism - Kryptolebias marmoratus (mangrove rivulus)","2/190","31/7558",0.0645161290322581,2.56638370118845,1.40328133068487,0.182570721181756,0.570198493055315,0.500926258244084,"108233834/108233835",2,"PoC_PoW_Up","LOC108233834/LOC108233835","Ascorbate and aldarate metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Metabolism of other amino acids","kmr00470","D-Amino acid metabolism - Kryptolebias marmoratus (mangrove rivulus)","1/190","8/7558",0.125,4.97236842105263,1.80508534960719,0.184356612964967,0.570198493055315,0.500926258244084,"108238630",1,"PoC_PoW_Up","zgc:162816","D-Amino acid metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Lipid metabolism","kmr00564","Glycerophospholipid metabolism - Kryptolebias marmoratus (mangrove rivulus)","5/190","123/7558",0.040650406504065,1.61703038083012,1.10788662731076,0.197078646259848,0.570198493055315,0.500926258244084,"108236470/108248229/108246908/108235414/108234098",5,"PoC_PoW_Up","LOC108236470/LOC108248229/lcat/lpcat3/agpat5","Glycerophospholipid metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Carbohydrate metabolism","kmr00040","Pentose and glucuronate interconversions - Kryptolebias marmoratus (mangrove rivulus)","2/190","33/7558",0.0606060606060606,2.41084529505582,1.30424690557752,0.200908398654558,0.570198493055315,0.500926258244084,"108233834/108233835",2,"PoC_PoW_Up","LOC108233834/LOC108233835","Pentose and glucuronate interconversions - Kryptolebias marmoratus (mangrove rivulus)"
NA,NA,"kmr04981","Folate transport and metabolism - Kryptolebias marmoratus (mangrove rivulus)","2/190","33/7558",0.0606060606060606,2.41084529505582,1.30424690557752,0.200908398654558,0.570198493055315,0.500926258244084,"108249409/108230448",2,"PoC_PoW_Up","mthfr/tyms","Folate transport and metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Cellular Processes","Cell growth and death","kmr04210","Apoptosis - Kryptolebias marmoratus (mangrove rivulus)","7/190","190/7558",0.0368421052631579,1.46554016620499,1.04360428150558,0.20148027729089,0.570198493055315,0.500926258244084,"108240406/108239714/108236837/108249182/108237852/108238317/108251627",7,"PoC_PoW_Up","LOC108240406/casp10/dffa/LOC108249182/zgc:153993/casp8/LOC108251627","Apoptosis - Kryptolebias marmoratus (mangrove rivulus)"
"Cellular Processes","Cellular community - eukaryotes","kmr04540","Gap junction - Kryptolebias marmoratus (mangrove rivulus)","5/190","124/7558",0.0403225806451613,1.60398981324278,1.08894483958799,0.201498715590976,0.570198493055315,0.500926258244084,"108231715/108240406/108249182/108245686/108251627",5,"PoC_PoW_Up","LOC108231715/LOC108240406/LOC108249182/cdk1/LOC108251627","Gap junction - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Metabolism of cofactors and vitamins","kmr00790","Folate biosynthesis - Kryptolebias marmoratus (mangrove rivulus)","2/190","34/7558",0.0588235294117647,2.33993808049536,1.25740880694022,0.210157274300512,0.577650175751332,0.50747265143172,"108233685/108231673",2,"PoC_PoW_Up","LOC108233685/LOC108231673","Folate biosynthesis - Kryptolebias marmoratus (mangrove rivulus)"
"Cellular Processes","Transport and catabolism","kmr04146","Peroxisome - Kryptolebias marmoratus (mangrove rivulus)","4/190","95/7558",0.0421052631578947,1.67490304709141,1.06297530162353,0.216315728574755,0.577650175751332,0.50747265143172,"108251221/108237293/108247069/108241174",4,"PoC_PoW_Up","pex10/LOC108237293/mpv17/agxta","Peroxisome - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Lipid metabolism","kmr00590","Arachidonic acid metabolism - Kryptolebias marmoratus (mangrove rivulus)","3/190","64/7558",0.046875,1.86463815789474,1.11543493767702,0.217161720207268,0.577650175751332,0.50747265143172,"108236470/108248229/108242243",3,"PoC_PoW_Up","LOC108236470/LOC108248229/alox12","Arachidonic acid metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Carbohydrate metabolism","kmr00020","Citrate cycle (TCA cycle) - Kryptolebias marmoratus (mangrove rivulus)","2/190","38/7558",0.0526315789473684,2.09362880886427,1.0852493217658,0.247497135860304,0.628999090589684,0.55258329288053,"108244278/108237293",2,"PoC_PoW_Up","aco1/LOC108237293","Citrate cycle (TCA cycle) - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Glycan biosynthesis and metabolism","kmr00601","Glycosphingolipid biosynthesis - lacto and neolacto series - Kryptolebias marmoratus (mangrove rivulus)","2/190","38/7558",0.0526315789473684,2.09362880886427,1.0852493217658,0.247497135860304,0.628999090589684,0.55258329288053,"108247418/119616708",2,"PoC_PoW_Up","LOC108247418/LOC119616708","Glycosphingolipid biosynthesis - lacto and neolacto series - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Metabolism of other amino acids","kmr00480","Glutathione metabolism - Kryptolebias marmoratus (mangrove rivulus)","3/190","69/7558",0.0434782608695652,1.72951945080092,0.977521253759469,0.250653772941754,0.628999090589684,0.55258329288053,"108240955/108238081/108237293",3,"PoC_PoW_Up","LOC108240955/LOC108238081/LOC108237293","Glutathione metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Energy metabolism","kmr00190","Oxidative phosphorylation - Kryptolebias marmoratus (mangrove rivulus)","5/190","138/7558",0.036231884057971,1.44126620900076,0.840069012308798,0.266475383811223,0.638337791820708,0.56078745462682,"108246879/804472/804469/804468/804461",5,"PoC_PoW_Up","LOC108246879/ND3/ND4L/ND5/CYTB","Oxidative phosphorylation - Kryptolebias marmoratus (mangrove rivulus)"
"Cellular Processes","Cell growth and death","kmr04218","Cellular senescence - Kryptolebias marmoratus (mangrove rivulus)","7/190","208/7558",0.0336538461538462,1.33871457489879,0.795423807774025,0.268753709017135,0.638337791820708,0.56078745462682,"108251002/108244594/108233019/108243047/108231423/108236672/108245686",7,"PoC_PoW_Up","mybl2b/mapk14a/e2f1/rad9a/tgfb5/ppid/cdk1","Cellular senescence - Kryptolebias marmoratus (mangrove rivulus)"
"Cellular Processes","Transport and catabolism","kmr04142","Lysosome - Kryptolebias marmoratus (mangrove rivulus)","6/190","173/7558",0.0346820809248555,1.37961667173715,0.811091372624585,0.268773807082404,0.638337791820708,0.56078745462682,"108246433/108233834/108233835/108243315/108246009/108238464",6,"PoC_PoW_Up","abcb9/LOC108233834/LOC108233835/ap3s2/dnase2/ap1m3","Lysosome - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Carbohydrate metabolism","kmr00051","Fructose and mannose metabolism - Kryptolebias marmoratus (mangrove rivulus)","2/190","43/7558",0.0465116279069767,1.85018359853121,0.897757745553055,0.294418924783042,0.686977491160431,0.603518017560806,"108249671/108233281",2,"PoC_PoW_Up","tkfc/tigarb","Fructose and mannose metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Global and overview maps","kmr01200","Carbon metabolism - Kryptolebias marmoratus (mangrove rivulus)","5/190","147/7558",0.0340136054421769,1.35302542069459,0.694069472300643,0.310491001731126,0.711987986728272,0.625490039785027,"108249671/108244278/108248323/108237293/108241174",5,"PoC_PoW_Up","tkfc/aco1/adpgk/LOC108237293/agxta","Carbon metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Organismal Systems","Immune system","kmr04620","Toll-like receptor signaling pathway - Kryptolebias marmoratus (mangrove rivulus)","4/190","113/7558",0.0353982300884956,1.40810433162552,0.701866926666493,0.316342522707936,0.713111110511111,0.626476717583959,"108239714/108244594/108234801/108238317",4,"PoC_PoW_Up","casp10/mapk14a/traf6/casp8","Toll-like receptor signaling pathway - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Metabolism of cofactors and vitamins","kmr00670","One carbon pool by folate - Kryptolebias marmoratus (mangrove rivulus)","2/190","47/7558",0.0425531914893617,1.69272116461366,0.764953802406291,0.331691631828983,0.735249783887579,0.645925809351177,"108249409/108230448",2,"PoC_PoW_Up","mthfr/tyms","One carbon pool by folate - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Amino acid metabolism","kmr00250","Alanine, aspartate and glutamate metabolism - Kryptolebias marmoratus (mangrove rivulus)","2/190","48/7558",0.0416666666666667,1.65745614035088,0.733743283790867,0.340931921512146,0.743343369854352,0.653036122309719,"108234026/108241174",2,"PoC_PoW_Up","si:dkey-103j14.5/agxta","Alanine, aspartate and glutamate metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Amino acid metabolism","kmr00260","Glycine, serine and threonine metabolism - Kryptolebias marmoratus (mangrove rivulus)","2/190","50/7558",0.04,1.59115789473684,0.673446448596537,0.359289759782906,0.7581207514364,0.66601823038734,"108238630/108241174",2,"PoC_PoW_Up","zgc:162816/agxta","Glycine, serine and threonine metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Glycan biosynthesis and metabolism","kmr00603","Glycosphingolipid biosynthesis - globo and isoglobo series - Kryptolebias marmoratus (mangrove rivulus)","1/190","18/7558",0.0555555555555556,2.20994152046784,0.825261648129269,0.367963634934948,0.7581207514364,0.66601823038734,"108229171",1,"PoC_PoW_Up","LOC108229171","Glycosphingolipid biosynthesis - globo and isoglobo series - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Energy metabolism","kmr00910","Nitrogen metabolism - Kryptolebias marmoratus (mangrove rivulus)","1/190","18/7558",0.0555555555555556,2.20994152046784,0.825261648129269,0.367963634934948,0.7581207514364,0.66601823038734,"108228698",1,"PoC_PoW_Up","cahz","Nitrogen metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Cellular Processes","Cell growth and death","kmr04217","Necroptosis - Kryptolebias marmoratus (mangrove rivulus)","5/190","159/7558",0.0314465408805031,1.25091029460444,0.513460727553036,0.370510141679444,0.7581207514364,0.66601823038734,"108239714/108236672/108237852/108238317/108246241",5,"PoC_PoW_Up","casp10/ppid/zgc:153993/casp8/pygb","Necroptosis - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Glycan biosynthesis and metabolism","kmr00513","Various types of N-glycan biosynthesis - Kryptolebias marmoratus (mangrove rivulus)","2/190","54/7558",0.037037037037037,1.47329434697856,0.560477893221109,0.395414404112336,0.796819935559707,0.700015930725188,"108231207/108244714",2,"PoC_PoW_Up","zgc:92907/stt3a","Various types of N-glycan biosynthesis - Kryptolebias marmoratus (mangrove rivulus)"
"Organismal Systems","Immune system","kmr04621","NOD-like receptor signaling pathway - Kryptolebias marmoratus (mangrove rivulus)","5/190","166/7558",0.0301204819277108,1.19816106531389,0.41454157799401,0.405672121587942,0.801251850310882,0.703909421325745,"108239714/108245925/108244594/108234801/108238317",5,"PoC_PoW_Up","casp10/txn/mapk14a/traf6/casp8","NOD-like receptor signaling pathway - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Lipid metabolism","kmr00565","Ether lipid metabolism - Kryptolebias marmoratus (mangrove rivulus)","2/190","56/7558",0.0357142857142857,1.42067669172932,0.507376836715511,0.413131218482186,0.801251850310882,0.703909421325745,"108236470/108248229",2,"PoC_PoW_Up","LOC108236470/LOC108248229","Ether lipid metabolism - Kryptolebias marmoratus (mangrove rivulus)"
"Cellular Processes","Transport and catabolism","kmr04145","Phagosome - Kryptolebias marmoratus (mangrove rivulus)","5/190","168/7558",0.0297619047619048,1.18389724310777,0.387065392875601,0.415687050161285,0.801251850310882,0.703909421325745,"108231715/108240406/108249182/108232876/108251627",5,"PoC_PoW_Up","LOC108231715/LOC108240406/LOC108249182/calr3b/LOC108251627","Phagosome - Kryptolebias marmoratus (mangrove rivulus)"
NA,NA,"kmr03272","Virion - Hepatitis viruses - Kryptolebias marmoratus (mangrove rivulus)","3/190","96/7558",0.03125,1.24309210526316,0.384906771877306,0.43579439714836,0.828009354581883,0.727416211781473,"108235935/108238896/108242140",3,"PoC_PoW_Up","zgc:110333/LOC108238896/LOC108242140","Virion - Hepatitis viruses - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Lipid metabolism","kmr00100","Steroid biosynthesis - Kryptolebias marmoratus (mangrove rivulus)","1/190","24/7558",0.0416666666666667,1.65745614035088,0.518007802976518,0.457729872433245,0.857437648360867,0.753269323055451,"108248634",1,"PoC_PoW_Up","msmo1","Steroid biosynthesis - Kryptolebias marmoratus (mangrove rivulus)"
"Metabolism","Amino acid metabolism","kmr00270","Cysteine and methionine metabolism - Kryptolebias marmoratus (mangrove rivulus)","2/190","62/7558",0.032258064516129,1.28319185059423,0.35953279446756,0.464659279824991,0.858328947454497,0.754052340066871,"108236208/108236205",2,"PoC_PoW_Up","LOC108236208/LOC108236205","Cysteine and methionine metabolism - Kryptolebias marmoratus (mangrove rivulus)"
